order,pid,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price,house_age,porch_x_deck,total_bathrooms,sqft_above_ground
770,905101490,20,RL,80,8816,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,1121,GasA,TA,Y,SBrkr,3,1,TA,5,Typ,0,none,Detchd,Unf,2,480,TA,TA,Y,WD,Normal,139000,46,80,2,1121
2330,527210030,60,RL,59,16023,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,PConc,Ex,TA,Gd,GLQ,Unf,1398,GasA,Ex,Y,SBrkr,3,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,670,TA,TA,Y,New,Partial,457347,1,219,4.5,2670
1344,903232030,30,RM,NA,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,none,none,none,none,none,0,GasA,Gd,N,SBrkr,1,1,TA,6,Min2,0,none,Attchd,Unf,1,164,TA,TA,P,WD,Normal,81300,63,48,1,808
81,531453010,20,RL,81,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1040,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,0,none,Attchd,Unf,2,480,TA,TA,Y,WD,Normal,152000,26,0,2,1097
2520,533253050,120,RL,36,3640,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1036,GasA,TA,Y,SBrkr,1,1,Gd,4,Typ,1,TA,Detchd,Fin,2,484,TA,TA,Y,WD,Normal,188000,26,241,2,1036
1813,531385070,20,RL,65,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,GasA,Ex,Y,SBrkr,3,1,TA,6,Typ,0,none,Attchd,Unf,2,539,TA,TA,Y,WD,Normal,179000,7,175,2,1349
2801,907290020,60,RL,75,9750,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,1108,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,TA,Detchd,RFn,2,583,TA,TA,Y,WD,Normal,274300,8,423,3.5,2097
2897,916403020,20,RL,50,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1309,GasA,TA,Y,SBrkr,2,1,TA,6,Typ,1,TA,Attchd,Fin,2,484,Gd,Gd,Y,WD,Normal,180000,16,148,3,1339
568,533210020,160,FV,30,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,612,GasA,Ex,Y,SBrkr,2,1,Gd,4,Typ,0,none,Detchd,RFn,2,528,TA,TA,Y,New,Partial,173733,0,234,2.5,1224
1934,535304170,20,RL,68,7942,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,1040,GasA,TA,Y,FuseF,3,1,TA,6,Typ,0,none,Attchd,Fin,1,293,TA,TA,Y,WD,Normal,136000,54,0,1.5,1040
481,528250020,60,RL,NA,8965,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,782,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,WD,Normal,192000,6,75,3.5,1489
1568,914476010,20,RL,75,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1196,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,2,Fa,Detchd,Unf,2,473,TA,TA,Y,WD,Normal,171500,31,321,2.5,1279
2246,911370450,120,RM,59,5568,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1573,GasA,Gd,Y,SBrkr,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,495,TA,TA,Y,New,Partial,375000,1,276,3.5,1625
2117,906426195,60,RL,NA,17727.75,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1580,GasA,Ex,Y,SBrkr,3,1,Gd,9,Typ,2,Fa,Attchd,Fin,2,501,TA,TA,Y,WD,Normal,240000,15,447,3.5,1953
1663,527402090,80,RL,70,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,"NAmes",Norm,Norm,1Fam,SLvl,5,7,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,372,GasA,TA,Y,SBrkr,3,1,TA,5,Typ,0,none,BuiltIn,Unf,1,288,TA,TA,Y,WD,Normal,139000,36,35,1.5,1109
2899,916460070,20,RL,NA,8098,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,Wood,Gd,TA,Av,GLQ,BLQ,1381,GasA,Ex,Y,SBrkr,2,1,Gd,5,Typ,0,none,Attchd,Unf,2,470,TA,TA,Y,WD,Normal,202000,6,173,3,1403
1793,528445070,60,RL,75,8778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1302,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,0,none,BuiltIn,RFn,3,859,TA,TA,Y,WD,Normal,221300,1,40,2.5,1830
1896,534425015,20,RL,NA,17727.75,Pave,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,1592,GasA,Gd,Y,SBrkr,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,510,TA,TA,Y,WD,Normal,200000,48,201,2.5,1652
2365,527450010,160,RM,24,2760,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,525,GasA,TA,Y,SBrkr,3,1,TA,6,Typ,0,none,Detchd,Unf,2,440,TA,TA,Y,WD,Normal,105500,33,0,1.5,1092
2549,534427090,190,RL,75,10382,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,2fmCon,SLvl,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Fa,CBlock,TA,TA,Gd,ALQ,Unf,588,GasA,TA,Y,SBrkr,2,1,TA,6,Typ,0,none,Attchd,RFn,1,264,TA,TA,Y,ConLD,Normal,140000,48,0,2,1095
1714,528172070,20,RL,71,9254,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1721,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,554,TA,TA,Y,WD,Normal,232698,2,195,3,1721
2823,908128100,60,RL,62,7162,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,HdBoard,Stucco,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,796,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,616,TA,TA,Y,WD,Normal,196500,3,225,2.5,1724
2628,535456010,90,RL,75,8512,Pave,Reg,Lvl,AllPub,Corner,Gtl,"NAmes",Norm,Norm,Duplex,1Story,5,5,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,Fa,No,Unf,Unf,1556,GasA,TA,Y,SBrkr,4,2,TA,8,Typ,0,none,none,none,0,0,none,none,Y,WD,Normal,119000,46,0,2,1556
2788,907227090,20,RL,60,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864,GasA,Ex,Y,SBrkr,3,1,TA,5,Typ,0,none,Detchd,Unf,1,297,TA,TA,Y,WD,Normal,119900,34,0,1,864
497,528327070,60,RL,106,12720,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1455,GasA,Ex,Y,SBrkr,4,1,Gd,10,Typ,2,TA,BuiltIn,RFn,3,810,TA,TA,Y,WD,Normal,327000,9,282,3.5,2670
30,527451180,160,RM,21,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,483,GasA,TA,Y,SBrkr,2,1,TA,5,Typ,0,none,Detchd,Unf,1,264,TA,TA,Y,COD,Normal,96000,39,275,1.5,987
2907,923203100,120,RM,32,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,1237,GasA,Ex,Y,SBrkr,2,1,TA,5,Typ,0,none,Attchd,Fin,2,405,TA,TA,Y,WD,Normal,153500,8,199,3,1337
284,908226130,190,RL,60,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,672,Grav,Fa,N,FuseA,2,1,Fa,5,Typ,0,none,Detchd,Unf,1,280,TA,TA,Y,WD,Normal,80000,69,0,2,924
2314,527107030,60,RL,NA,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,691,GasA,Gd,Y,SBrkr,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,409,TA,TA,Y,WD,Normal,187500,11,359,2.5,1498
1183,533350090,60,RL,NA,17727.75,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Unf,994,GasA,TA,Y,SBrkr,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,864,TA,TA,Y,WD,Family,150000,31,226,3,2670
2358,527377030,20,RL,78,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1040,GasA,Fa,Y,SBrkr,3,1,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,TA,Y,WD,Normal,181000,32,265,2.5,1309
355,527162110,60,RL,74,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,GasA,Gd,Y,SBrkr,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,TA,Y,WD,Normal,185000,11,385,2.5,1718
2395,528142070,60,RL,82,11643,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1524,GasA,Ex,Y,SBrkr,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,784,TA,TA,Y,New,Partial,329900,1,154,3.5,2358
2433,528235130,60,RL,74,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,Av,Unf,Unf,707,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,403,TA,TA,Y,WD,Normal,178000,2,135,2.5,1414
2867,909282110,70,RL,70,14210,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,697,GasA,Ex,Y,SBrkr,3,1,TA,8,Typ,1,Gd,Attchd,Unf,2,365,Fa,TA,Y,WD,Normal,210000,76,90,1.5,1801
2787,907203040,20,RL,70,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,894,GasA,TA,Y,SBrkr,3,1,TA,5,Typ,0,none,Attchd,Unf,2,552,TA,TA,Y,WD,Abnorml,149900,34,256,2,894
2368,527450460,160,RM,21,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,494,GasA,Ex,Y,SBrkr,3,1,TA,6,Typ,0,none,Detchd,Unf,1,264,TA,TA,Y,WD,Normal,116000,34,0,1.5,1030
2455,528429060,60,RL,75,12447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1100,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,760,TA,TA,Y,New,Partial,252000,1,270,2.5,1964
856,907202050,20,RL,61,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,1040,GasA,TA,Y,SBrkr,3,1,Gd,5,Typ,0,none,Detchd,Unf,2,484,TA,TA,Y,WD,Normal,150500,32,288,2,1040
2922,923229110,90,RL,55,12640,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,Rec,LwQ,1728,GasA,TA,Y,SBrkr,4,2,TA,8,Typ,0,none,Attchd,Unf,2,574,TA,TA,Y,WD,Normal,150900,30,40,2,1728
23,527368020,60,FV,NA,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,814,GasA,Ex,Y,SBrkr,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,663,TA,TA,Y,WD,Normal,216000,10,96,3.5,1674
1101,528326030,60,RL,84,14260,Pave,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1145,GasA,Ex,Y,SBrkr,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,836,TA,TA,Y,WD,Normal,250000,8,276,3.5,2198
441,528120170,20,RL,77,10872,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,Av,GLQ,Unf,1504,GasA,Ex,Y,SBrkr,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3,700,TA,TA,Y,WD,Normal,300000,3,236,3,1531
310,914467040,60,RL,85,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1049,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,TA,Attchd,Unf,3,741,TA,TA,Y,WD,Normal,254900,12,70,3.5,1916
722,902401130,70,RM,50,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,650,GasA,Ex,Y,SBrkr,3,1,TA,7,Typ,0,none,Detchd,Unf,2,324,TA,TA,Y,WD,Normal,143000,89,0,1.5,1482
2381,528106010,60,RL,111,16259,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,1249,GasA,Ex,Y,SBrkr,4,1,Gd,9,Typ,0,none,Attchd,RFn,3,840,TA,TA,Y,New,Partial,342643,0,394,3.5,2596
799,905480210,70,RL,60,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,755,GasA,TA,Y,SBrkr,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1,296,Fa,Po,P,WD,Normal,108000,69,120,2,1510
2833,908188150,160,RM,32,3363,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,976,GasA,Ex,Y,SBrkr,3,1,Gd,7,Maj1,0,none,Detchd,Unf,2,380,TA,TA,Y,WD,Normal,130000,2,40,2,1708
2689,903430090,50,RM,59,5310,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,485,GasA,Gd,Y,SBrkr,2,1,Gd,5,Typ,0,none,Attchd,Unf,1,255,Fa,TA,Y,WD,Normal,117000,96,394,1,1635
344,526355080,80,RL,75,13860,Pave,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,SLvl,8,7,Gable,CompShg,Plywood,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1952,GasA,Gd,Y,SBrkr,4,1,Ex,9,Typ,3,TA,Attchd,Fin,2,538,TA,TA,Y,WD,Normal,345000,37,380,3.5,2670
2029,903430040,45,RM,40,5680,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,592,GasA,TA,N,FuseA,3,1,TA,7,Typ,0,none,Detchd,Unf,1,240,TA,Fa,Y,WD,AdjLand,113000,106,102,2,1173
1846,533221060,160,FV,24,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756,GasA,Ex,Y,SBrkr,3,1,Gd,4,Typ,0,none,Detchd,Unf,2,440,TA,TA,Y,WD,Normal,177000,7,32,2.5,1573
410,527453050,160,RL,24,2308,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,804,GasA,TA,Y,SBrkr,3,1,TA,7,Typ,1,TA,Detchd,RFn,2,440,TA,TA,Y,WD,Normal,146000,33,108,2.5,1548
1848,533223050,160,FV,NA,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,551,GasA,Ex,Y,SBrkr,2,1,Gd,4,Typ,0,none,Detchd,Unf,2,480,TA,TA,Y,WD,Normal,148800,3,60,2.5,1102
2264,916386170,20,RL,67,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638,GasA,Ex,Y,SBrkr,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,870,TA,TA,Y,New,Partial,248900,1,272,2,1646
329,923225440,160,RM,36,2592,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,BLQ,536,GasA,TA,Y,SBrkr,3,1,TA,4,Typ,0,none,Attchd,Unf,1,336,TA,TA,Y,WD,Normal,85000,34,182,1.5,1112
1885,534276160,20,RL,70,7535,Pave,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,912,GasA,Fa,Y,SBrkr,2,1,TA,5,Typ,0,none,Attchd,Fin,1,297,TA,TA,Y,WD,Normal,120000,49,297,1.5,912
738,903228070,50,RM,60,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Stucco,Stucco,BrkFace,TA,TA,BrkTil,TA,TA,No,Rec,Unf,468,GasA,Gd,Y,SBrkr,3,1,TA,6,Typ,0,none,Attchd,Fin,1,320,TA,TA,Y,WD,Normal,93000,85,98,1,1142
2923,923230040,90,RL,63,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1728,GasA,TA,Y,SBrkr,4,2,TA,8,Typ,0,none,Detchd,Unf,2,560,TA,TA,Y,WD,Family,188000,30,0,4,1728
1062,528142020,60,RL,74,8899,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Gd,TA,Av,GLQ,Unf,948,GasA,Ex,Y,SBrkr,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,656,TA,TA,Y,WD,Normal,250000,1,124,2.5,2088
242,905453080,20,RL,44,17485,Pave,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1508,GasA,Ex,Y,SBrkr,1,1,Gd,5,Typ,2,TA,Attchd,RFn,2,572,TA,TA,Y,Con,Partial,308030,1,0,2,1508
1977,902106120,30,RM,56,4480,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,Fa,Fa,No,LwQ,Unf,1022,GasA,TA,N,FuseF,2,1,Fa,4,Typ,1,Gd,Detchd,Unf,1,184,TA,Fa,N,WD,Normal,89500,85,142,2,1022
264,907250030,20,RL,80,10389,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1978,GasA,Ex,Y,SBrkr,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,850,TA,TA,Y,WD,Normal,318000,7,213,3.5,1978
85,532354090,85,RL,88,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1109,GasA,TA,Y,SBrkr,3,1,Gd,6,Min2,0,none,Detchd,Unf,2,576,TA,TA,Y,WD,Normal,148000,49,192,2,1155
98,533212020,160,FV,24,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,600,GasA,Ex,Y,SBrkr,2,1,Gd,4,Typ,0,none,Detchd,RFn,2,480,TA,TA,Y,WD,Normal,149500,6,172,3.5,1200
1709,528150120,60,RL,99,12099,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1136,GasA,Ex,Y,SBrkr,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,872,TA,TA,Y,WD,Normal,354000,3,338,3.5,2468
